country_host,name,requirements,study_field,study_level,url
España,"Becas de Doctorado. Alianza del Pacífico – Becas Fundación Carolina, 2019",,"ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-de-doctorado-alianza-del-pacifico-becas-fundacion-carolina-a0164/
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
México,Becas SRE – Universidad Autónoma Metropolitana (UAM),,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-sre-universidad-autonoma-metropolitana-uam-11989/
México,Becas SRE – Instituto Tecnológico de La Paz (ITLP),,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-sre-instituto-tecnologico-de-la-paz-itlp-11973/
,,,,,
,,,,,
,,,,,
,,,,,
Suiza,"Beca UNIL de Maestría en Suiza para estudiantes extranjeros, 2019",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-suiza-beca-unil-de-maestria-en-suiza-para-estudiantes-extranjeros-11349/
Australia,"Becas La Trobe’s Academic Excellence Scholarships (AES), 2019",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-australia-beca-la-trobe-de-excelencia-academica-para-estudiantes-internacionales-11324/
,,,,,
,,,,,
,,,,,
"España,Francia,Noruega,el Reino Unido","Becas Erasmus+, REM – Erasmus Mundus Joint Master Degree In Renewable Energy In The Marine Environment, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-rem-erasmus-mundus-joint-master-degree-in-renewable-energy-in-the-marine-environment-a0302/
"Bélgica,España,Francia,el Reino Unido","Becas Erasmus+, MER+ – European Msc In Marine Environment, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-mer-plus-european-msc-in-marine-environment-a0286/
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
México,Becas SRE – Universidad Autónoma de Tamaulipas (UAT),,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-sre-universidad-autonoma-de-tamaulipas-uat-11987/
México,Becas SRE – Instituto Tecnológico de Culiacán (ITC),,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-sre-instituto-tecnologico-de-culiacan-itc-11971/
,,,,,
España,"Becas para el Máster Universitario en Energías Renovables: Generación Eléctrica – Becas Fundación Carolina, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-para-el-master-universitario-en-energias-renovables-generacion-electrica-becas-fundacion-carolina-11931/
"España,Italia,Portugal,varios países","Becas Erasmus +, EMMCMSP – Erasmus Mundus Master Course on Maritime Spatial Planning",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-emmcmsp-erasmus-mundus-master-course-on-maritime-spatial-planning-10741/
"España,Italia,Portugal,el Reino Unido,varios países","Becas Erasmus +, ChIR – Erasmus Mundus Master in Chemical Innovation and Regulation, 2018-2020",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-chir-erasmus-mundus-master-in-chemical-innovation-and-regulation-10720/
Suecia,"Becas Tuition Fee Scholarship, Mid Sweden University, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-suecia-beca-tuition-fee-scholarship-mid-sweden-university-10701/
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
España,"Becas de Movilidad de profesorado universidades del Grupo Tordesillas – Becas Fundación Carolina, 2019",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-movilidad-de-profesorado-universidades-del-grupo-tordesillas-becas-fundacion-carolina-a0228/
España,"Becas de Máster Universitario en Ingeniería Ambiental. UPM – Fundación ACS – Becas Fundación Carolina, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-master-universitario-en-ingenieria-ambiental-upm-fundacion-acs-becas-fundacion-carolina-a0210/
,,,,,
,,,,,
,,,,,
,,,,,
Estados Unidos,"Becas Saint Mary’s Funding for US Studies, 2019",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-estados-unidos-beca-saint-marys-funding-for-us-studies-11477/
México,Becas SRE – Instituto Tecnológico de Cd. Victoria (ITCV),,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-sre-instituto-tecnologico-de-cd-victoria-itcv-11967/
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
"Alemania,Canadá,España,Estados Unidos,Francia,el Reino Unido,Suiza",Beca Desafíos,,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/b10044-beca-desafios/
,,,,,
Australia,"Becas Bond University International Postgraduate Research Scholarship, IPRS, 2019",,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-australia-bond-university-international-postgraduate-research-scholarship-iprs-11698/
Nueva Zelanda,"Beca Masters by Thesis Scholarship – Mighty River Power in Geothermal Seismology, 2018",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-nueva-zelanda-beca-masters-by-thesis-scholarship-mighty-river-power-in-geothermal-seismology-11649/
Nueva Zelanda,"Beca University of Auckland Doctoral Scholarship – Bioengineering Institute, 2019",,"ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-nueva-zelanda-beca-university-of-auckland-doctoral-scholarship-bioengineering-institute-11628/
,,,,,
,,,,,
Estados Unidos,"Becas Sustainability Science Fellowship, 2018",,"ciencias de la computación,Ingeniería","Doctorado,Posdoctorado",https://becas-sin-fronteras.com/beca/becas-estados-unidos-beca-sustainability-science-fellowship-11490/
,,,,,
"Alemania,Francia,Italia,Portugal,varios países","Becas Erasmus +, Dyclam – Dynamics of cultural landscapes and heritage management, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-dyclam-dynamics-of-cultural-landscapes-and-heritage-management-10728/
Corea del Sur,"Becas PhD-MSc Scholarship, WENS, Instituto Nacional de Tecnología Kumoh, Corea del Sur",,ciencias de la computación,"Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-corea-del-sur-beca-doctorado-maestria-scholarship-wens-kit-10709/
,,,,,
,,,,,
España,"Becas para el Máster Universitario en desarrollo y crecimiento económico – Becas Fundación Carolina, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-espana-beca-fundacion-carolina-master-universitario-desarrollo-crecimiento-economico-10586/
,,,,,
España,"Master Universitario en Biomedicina Experimental (FUNDACIÓN RAMÓN ARECES) – Becas Fundación Carolina, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-espana-beca-fundacion-carolina-master-universitario-biomedicina-experimental-10563/
España,"Becas para el Máster en Gestión de Edificación y Construcción – Becas Fundación Carolina, 2018",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-espana-beca-fundacion-carolina-master-gestion-edificacion-construccion-10543/
,,,,,
España,"Becas para Máster en Exploración y Producción de Hidrocarburos (Repsol) – Becas Fundación Carolina, 2019",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-espana-beca-fundacion-carolina-master-exploracion-produccion-hidrocarburos-10488/
,,,,,
Australia,"Becas Internacionales para Preuniversitarios – University of Melbourne, 2018",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-australia-becas-internacionales-preuniversitarios-university-of-melbourne-10436/
,,,,,
México,Becas SRE – Universidad de Quintana Roo (UQROO),,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-mexico-beca-sre-universidad-quintana-roo-uqroo-10387/
,,,,,
,,,,,
,,,,,
Estados Unidos,"Becas Kimberly-Clark International Scholar Award, 2019",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-estados-unidos-beca-kimberly-clark-international-scholar-award-11466/
Estados Unidos,Becas Doctoral Fee Waiver,,"ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-estados-unidos-beca-doctoral-fee-waiver-11427/
Estados Unidos,Becas Carr Academic Graduate Achievement,,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-estados-unidos-beca-carr-scholarship-program-11407/
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Holanda,"Beca de Excelencia para Investigación en Temas de Transporte, TU Delft University of Technology, 2018",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-holanda-beca-de-excelencia-para-investigacion-en-temas-de-transporte-tu-delft-university-of-technology-11083/
,,,,,
otros países,Becas MAEC – AECID de Master universitario / oficial para el desarrollo,,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-espana-becas-maec-aecid-de-master-universitario-oficial-para-el-desarrollo-10872/
,,,,,
"Francia,Irlanda,Italia,Suecia","Becas Erasmus+, FIPDES – Erasmus Mundus Joint Master Degree In Food Innovation & Product Design, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-fipdes-erasmus-mundus-joint-master-degree-in-food-innovation-and-product-design-a0269/
,,,,,
,,,,,
España,"Becas de Máster Universitario en Física de Sistemas Complejos. Fundación Repsol – Becas Fundación Carolina, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-master-universitario-en-fisica-de-sistemas-complejos-fundacion-repsol-becas-fundacion-carolina-a0203/
,,,,,
,,,,,
,,,,,
,,,,,
Brasil,Becas para cursar estudios de doctorado en la Universidad Estadual Paulista en Brasil – AUIP,,ciencias de la computación,Doctorado,https://becas-sin-fronteras.com/beca/becas-brasil-becas-estudios-de-doctorado-universidad-estadual-paulista-auip-10856/
"Bélgica,España,Portugal,Suecia,varios países","Becas Erasmus +, Joint Doctorate in Distributed Computing, 2018",,"ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-joint-doctorate-in-distributed-computing-10832/
,,,,,
,,,,,
,,,,,
"España,Francia,Italia,Polonia,varios países","Becas Erasmus +, EMARO+ – European Master on Advanced Robotics +, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-emaro-european-master-on-advanced-robotics-10734/
,,,,,
México,"Becas SRE – Centro de Investigación en Materiales Avanzados, S.C.",,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-mexico-beca-sre-centro-investigacion-materiales-avanzados-10334/
online,Becas OEA – Structuralia MBA,,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-oea-structuralia-mba-10313/
Estados Unidos,Becas International Undergraduate Student Scholarship,,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-estados-unidos-beca-international-undergraduate-student-scholarship-11455/
,,,,,
Estados Unidos,"Becas Charles LeGeyt Fortescue Fellowship, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-estados-unidos-beca-charles-legeyt-fortescue-fellowship-11415/
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
"Alemania,Austria,Holanda,varios países","Becas Erasmus +, CARTO – E+ JMD Cartography, 2019",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-carto-e-jmd-cartography-10719/
,,,,,
,,,,,
"Holanda,Italia,Noruega,Suecia,varios países","Becas Erasmus +, EMSD – European Master programme in Systems Dynamics",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-emsd-european-master-programme-in-systems-dynamics-10747/
,,,,,
,,,,,
Finlandia,"Becas del Centre for International Mobility, CIMO (Becas EDUFI), 2019",,"ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-finlandia-beca-centre-for-international-mobility-cimo-10657/
México,Becas SRE – Universidad de Colima (UCOL),,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-mexico-beca-sre-universidad-colima-ucol-10383/
,,,,,
,,,,,
México,"Becas SRE – Centro de Investigación Científica y de Educación Superior de Ensenada, B.C. (CICESE)",,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-mexico-beca-sre-centro-investigacion-cientifica-educacion-superior-de-ensenada-cicese-10330/
,,,,,
,"Becas para Tesis Doctoral Universidad de Murcia en España – AUIP, 2019",,"ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-para-tesis-doctoral-universidad-de-murcia-en-espana-auip-a0630/
,,,,,
España,"Becas de Estancias de investigación. SEGIB – Fundación Carolina, 2019",,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-de-estancias-de-investigacion-segib-fundacion-carolina-a0166/
,,,,,
,,,,,
,,,,,
,,,,,
"Francia,Irlanda,el Reino Unido","Becas Erasmus+, DEPEND – Erasmus Mundus Joint Msc In Advanced Systems Dependability, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-depend-erasmus-mundus-joint-msc-in-advanced-systems-dependability-a0249/
,,,,,
España,"Becas de Master Universitario en Energías Renovables en Sistemas Eléctricos – UC3 – Fundación Iberdrola – Becas Fundación Carolina, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-master-universitario-en-energias-renovables-en-sistemas-electricos-uc3-fundacion-iberdrola-becas-fundacion-carolina-a0199/
España,"Becas de Máster Interuniversitario en Oceanografía – Becas Fundación Carolina, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-master-interuniversitario-en-oceanografia-becas-fundacion-carolina-a0183/
España,"Becas de Máster en Big Data: Tecnología y Analítica Avanzada. Fundación Iberdrola – Becas Fundación Carolina, 2019",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-master-en-big-data-tecnologia-y-analitica-avanzada-fundacion-iberdrola-becas-fundacion-carolina-a0167/
